'Carrera','Sede','Grupo_Familiar','Medio_Transporte','Tiempo_Traslado','Influencia_Cercania','Cursando_Actualmente','Nivel_Cursado','Nivel_Terminado','Tipo_Colegio','Tipo_Titulo','Pedira_Beca','OS_Mutual','Trabajo','Relacion_Trabajo_Carrera','Tipo_Trabajo','Rama_Trabajo','Formal_Informal','Permanente_Temporario','Cantidad_Horas_Trabajadas','Tipo_Horarios','Horario_Trabajo','Posibilidad_Cambiar_Horario','Busca_Trabajo','Cantidad_Grupo_Familiar','Instruccion_Madre','Instruccion_Padre','Conocimiento_Idioma','Conocimientos_Procesador_Texto','Conocimientos_Planilla_Calculo','Conocimientos_Internet','INGRESANTE','ESTADO 1-2015'
29,3,'1-Sola/o','2-En bicicleta o moto',15,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Rotativos','26-Mañana','27-Siempre que sea necesario','No aplica',3,'Primario Completo','Primario Completo','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En tren',60,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Otras (especificar)','22-Informal','23-Temporario','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',4,'Primario Completo','Primario Completo','34-No',,,'Bueno','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de media distancia',35,'4-Poco','6-No','No aplica','No contesta','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',4,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-Si','Intermedio','Intermedio','Intermedio','NO','ABANDONO'
4,1,'1-Otro','2-En bicicleta o moto',15,'4-Mucho','6-No','No aplica','8-Terciario','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-De 11 a 24 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',2,'Primario Incompleto','Medio o Polimodal Completo','34-Si','Avanzado','Bueno','Intermedio','SI','ABANDONO'
3,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ACTIVO'
17,1,'1-Mi grupo familiar','2-En bicicleta o moto',15,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Temporario','24-De 25 a 48 horas','25-Rotativos','26-Noche','27-Sólo algunas veces','No aplica',5,'Medio o Polimodal Completo','Universitario Incompleto','No contesta','Avanzado','Avanzado','Avanzado','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de media distancia',45,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',5,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-Si','Intermedio','Intermedio','Avanzado','SI','ACTIVO'
3,3,'1-Mi grupo familiar','No contesta',5,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Técnico','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Privados','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Rotativos','26-Mañana','27-Sólo algunas veces','No aplica',3,'Primario Completo','Primario Completo','34-Si','Intermedio','Bueno','Intermedio','NO','ABANDONO'
5,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ACTIVO'
3,3,'1-Mi grupo familiar','2-A pie',10,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',2,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-Si','Bueno',,'Bueno','SI','ABANDONO'
3,4,'1-Mi grupo familiar','2-En bicicleta o moto',15,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Medio o Polimodal Incompleto','Medio o Polimodal Completo','34-Si','Avanzado','Avanzado','Avanzado','SI','ACTIVO'
43,6,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
3,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',90,'4-Poco','6-No','No aplica','8-Terciario','9-Privado','14-Bachiller','16-Si','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-Menos de 10 horas','25-Fijos','26-Tarde','27-Sólo algunas veces','No aplica',3,'Primario Completo','Primario Completo','34-Si','Bueno','Bueno','Intermedio','SI','ABANDONO'
4,2,'1-Mi grupo familiar','2-A pie',20,'4-Poco','6-Si','7-Terciario','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Cuenta Propista','21-Comercio','22-Informal','23-Permanente','24-De 11 a 24 horas','25-Rotativos','26-Tarde','27-Nunca','No aplica',3,'Medio o Polimodal Incompleto','Primario Completo','34-No','Bueno','Bueno','Intermedio','NO','ABANDONO'
5,2,'1-Sola/o','2-A pie',30,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Educación','22-Formal','23-Temporario','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',1,'Primario Completo','Primario Incompleto','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
5,2,'1-Mi grupo familiar','2-En tren',30,'4-Mucho','6-Si','7-Terciario','8-Medio/Polimodal','9-Público','14-Otro (especificar)','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Otras (especificar)','22-Informal','23-Temporario','24-De 11 a 24 horas','25-Rotativos','26-Mañana','27-Sólo algunas veces','No aplica',6,'Primario Incompleto','Primario Incompleto','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
10,1,'1-Mi grupo familiar','2-En colectivo o combi contratada',,'4-Nada','6-Si','7-Terciario','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-Si','Bueno','Bueno','Bueno','NO','ABANDONO'
4,1,'1-Mi grupo familiar','2-En tren',60,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Medio o Polimodal Incompleto','Medio o Polimodal Completo','34-No',,,,'SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Técnico','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Primario Incompleto','Primario Incompleto','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Técnico','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',5,'Medio o Polimodal Incompleto','Medio o Polimodal Incompleto','34-Si','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
8,1,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'NO','ABANDONO'
3,3,'1-Mi grupo familiar','2-En colectivo de media distancia',45,'4-Poco','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Informal','23-Permanente','24-Más de 48 horas','25-Rotativos','26-Mañana','27-Sólo algunas veces','No aplica',6,'Universitario Completo','Medio o Polimodal Completo','34-Si','Bueno','Bueno','Bueno','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En colectivo de corta distancia',30,'4-Poco','6-No','No aplica','8-Terciario','9-Público','14-Bachiller','No contesta','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',4,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-No','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
4,1,'1-Mi grupo familiar','2-En tren',120,'4-Mucho','No contesta','No aplica','No contesta','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Informal','23-Permanente','24-De 11 a 24 horas','25-Rotativos','26-Tarde','27-Siempre que sea necesario','No aplica',7,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-No','Intermedio','Intermedio','Intermedio','SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-En colectivo de corta distancia',40,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Patrón o Encargado','21-Comercio','22-Formal','23-Permanente','24-Más de 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',3,'Universitario Completo','Medio o Polimodal Completo','34-Si','Avanzado','Avanzado','Avanzado','SI','ACTIVO'
3,2,'1-Mi grupo familiar','No contesta',40,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Servicios Privados','22-Formal','23-Permanente','24-Más de 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',3,'Medio o Polimodal Completo','Medio o Polimodal Completo','34-No','Intermedio','Avanzado','Avanzado','SI','ABANDONO'
16,2,'1-Mi grupo familiar','2-A pie',60,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Trabajador Familiar','21-Comercio','22-Informal','23-Temporario','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Siempre que sea necesario','No aplica',7,'Primario Completo','Primario Incompleto','34-Si','Avanzado','Avanzado','Avanzado','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-A pie',30,'4-Mucho','No contesta','No aplica','No contesta','9-Privado','14-Bachiller','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Medio o Polimodal Completo','Primario Completo','34-Si','Intermedio','Bueno','Avanzado','SI','ACTIVO'
3,2,'1-Mi grupo familiar','2-En tren',15,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Públicos','22-Formal','23-Temporario','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',4,'Terciario Incompleto','Terciario Completo','34-Si','Intermedio','Intermedio','Avanzado','SI','ABANDONO'
41,1,'1-Mi grupo familiar','2-En tren',40,'4-Mucho','6-Si','7-Medio/Polimodal','8-Primario','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',2,'Primario Incompleto','Medio o Polimodal Completo','34-No','Bueno','Intermedio','Bueno','SI','ABANDONO'
43,6,'1-Mi grupo familiar','2-En bicicleta o moto',30,'4-Nada','6-No','No aplica','8-Terciario','No contesta','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Industrial','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Sólo algunas veces','No aplica',5,'Primario Incompleto','No contesta','34-No','Bueno','Bueno','Avanzado','NO','ABANDONO'
26,2,'1-Mi grupo familiar','2-A pie',10,'4-Poco','6-No','No aplica','8-Terciario','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Total','20-Obrero o Empleado','21-Educación','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Tarde','27-Nunca','No aplica',5,'Terciario Completo','Medio o Polimodal Completo','34-Si','Intermedio','Intermedio','Intermedio','SI','ABANDONO'
3,2,'1-Mi grupo familiar','2-En tren',40,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Cuenta Propista','21-Comercio','22-Formal','23-Permanente','24-De 11 a 24 horas','25-Rotativos','26-Mañana','27-Siempre que sea necesario','No aplica',6,'Primario Incompleto','Primario Completo','34-No','Bueno','Bueno','Bueno','NO','ABANDONO'
43,6,'1-Mi grupo familiar','2-En colectivo de media distancia',90,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','No contesta','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',5,'Terciario Completo','Terciario Completo','34-Si',,,'Avanzado','NO','ABANDONO'
51,1,'1-Mi grupo familiar','2-En bicicleta o moto',20,'4-Mucho','6-No','No aplica','8-Terciario','No contesta','No contesta','16-Si','17-Si','18-Si','19-Total','20-Obrero o Empleado','No contesta','22-Formal','23-Permanente','No contesta','25-Fijos','26-Mañana','27-Nunca','No aplica',3,'Terciario Completo','Medio o Polimodal Incompleto','34-No',,,,'SI','ABANDONO'
48,1,'1-Mi grupo familiar','2-En bicicleta o moto',50,'4-Poco','6-Si','7-Medio/Polimodal','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Servicios Privados','22-Informal','23-Temporario','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Siempre que sea necesario','No aplica',4,'Primario Completo','Medio o Polimodal Incompleto','34-Si','Avanzado','Avanzado','Avanzado','SI','ACTIVO'
17,1,'No contesta','No contesta',,'No contesta','6-No','No aplica','8-Medio/Polimodal','No contesta','No contesta','16-Si','17-Si','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Universitario Completo','Universitario Completo','34-Si','Bueno','Bueno','Avanzado','SI','ABANDONO'
5,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
43,6,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'NO','ABANDONO'
17,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',20,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Medio o Polimodal Incompleto','Primario Completo','34-Si','Bueno','Bueno','Intermedio','SI','ACTIVO'
29,1,'1-Mi grupo familiar','2-A pie',40,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Técnico','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Otras (especificar)','22-Formal','23-Permanente','24-Más de 48 horas','25-Rotativos','26-Mañana','27-Sólo algunas veces','No aplica',3,'Terciario Completo','Universitario Completo','34-Si','Bueno','Bueno','Bueno','SI','ACTIVO'
25,1,'1-Otro','2-En tren',40,'4-Poco','6-No','No aplica','8-Terciario','9-Público','14-Otro (especificar)','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-No',2,'Primario Incompleto','Primario Incompleto','34-No',,,'Bueno','SI','ABANDONO'
17,1,'1-Mi grupo familiar','2-En colectivo de media distancia',25,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-Más de 48 horas','25-Fijos','26-Noche','27-Sólo algunas veces','No aplica',5,'Terciario Incompleto','Medio o Polimodal Incompleto','34-Si','Avanzado','Avanzado','Avanzado','SI','ABANDONO'
3,1,'1-Mi grupo familiar','2-En colectivo de media distancia',45,'4-Nada','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Bachiller','16-Si','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',3,'Terciario Incompleto','Primario Completo','34-No','Bueno','Bueno','Bueno','SI','ABANDONO'
18,1,'1-Mi grupo familiar','2-En colectivo de corta distancia',40,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Privado','14-Bachiller','16-No','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Comercio','22-Formal','23-Permanente','24-De 25 a 48 horas','25-Fijos','26-Mañana','27-Nunca','No aplica',3,'Terciario Completo','Primario Completo','34-Si','Intermedio','Intermedio','Intermedio','NO','ABANDONO'
3,2,'No contesta','No contesta',,'No contesta','No contesta','No aplica','No contesta','No contesta','No contesta','No contesta','No contesta','No contesta','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No contesta',,'No contesta','No contesta','No contesta',,,,'SI','ABANDONO'
26,2,'1-Mi grupo familiar','2-A pie',60,'4-Mucho','6-No','No aplica','8-Terciario','9-Público','14-Bachiller','16-No','17-No','18-No','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','No aplica','28-Si',4,'Medio o Polimodal Incompleto','Primario Incompleto','34-No','Intermedio','Bueno','Bueno','SI','ABANDONO'
27,3,'1-Compañeras/os o amigas/os','2-En colectivo de media distancia',50,'4-Mucho','6-No','No aplica','8-Medio/Polimodal','9-Público','14-Otro (especificar)','16-Si','17-Si','18-Si','19-Parcial','20-Obrero o Empleado','21-Otras (especificar)','22-Formal','23-Temporario','24-De 25 a 48 horas','25-Rotativos','26-Mañana','27-Nunca','No aplica',4,'Medio o Polimodal Completo','Medio o Polimodal Incompleto','34-Si','Intermedio','Bueno','Avanzado','NO','ABANDONO'
